features,x08_1,x08_2,x08_3,x08_4,x09_1,x09_2,x09_3,x09_4,x09_5,x14_dm1,x14_dm2,x14_dm3,x14_dm4,x14_dm5,x14_dm6,x16_dm2,x16_dm3,x16_dm4,x16_dm5,x16_dm6,x17_dm1,x17_dm2,x17_dm3,x17_dm4,x17_dm5,x17_dm6,x18_dm1,x18_dm2,x18_dm3,x18_dm4,x18_dm5,x18_dm6,x22_dm1,x22_dm2,x22_dm3,x22_dm4,x22_dm5,x22_dm6,x23_dm1,x23_dm2,x23_dm3,x23_dm4,x23_dm5,x23_dm6,x25_dm1,x25_dm2,x25_dm3,x25_dm4,x25_dm5,x25_dm6,x27_dm1,x27_dm2,x27_dm3,x27_dm4,x27_dm5,x27_dm6,x28_1,x28_2
x18_dm3,0.003354798,-0.01609698,0.004925908,0.018163379,-0.00253651,0.009004116,0.028953111,0.018252959,0.018163379,0.356345419,0.343591029,0.581892055,0.33206215,0.355369418,0.302658792,0.047993908,0.09741983,-0.002219181,0.033233964,0.033233964,0.012158104,0.00943783,-0.09171788,-0.046275905,-0.034134801,-0.017638306,0.482626246,0.454653494,1,0.472310598,0.503750403,0.42971857,-0.003103619,-0.001781545,-0.000568556,-0.002674781,0.00060785,-0.000439749,0.005113831,0.000401113,0.028641406,-0.000412175,-0.001373687,-0.001089977,0.361973752,0.315736526,0.617923756,0.334603078,0.35728223,0.30998697,0.388551018,0.329434559,0.67167117,0.35402473,0.386603147,0.322761213,0.096473515,0.096473515
x18_dm4,0.002567993,-0.016671868,0.004950652,0.022026313,-0.004906238,0.015154255,0.029856102,0.014356202,0.022026313,0.31343209,0.3774148,0.369471392,0.592926045,0.348391143,0.36768656,0.074678759,0.02249963,0.083963164,-0.02105867,-0.02105867,0.015954335,0.013572266,0.008102135,-0.084725801,-0.037092233,-0.020384796,0.411426862,0.496235554,0.472310598,1,0.480123003,0.510981523,-0.004106844,-0.002638177,-0.002677276,-0.001763604,0.000223121,0.000825168,0.00199192,0.000695883,-0.001011884,0.022324337,-0.00138754,-0.000770398,0.308764902,0.348331407,0.327902681,0.620880573,0.346243219,0.367327016,0.329585894,0.381636911,0.349076747,0.672752056,0.368516812,0.395595713,0.112425106,0.112425106
x18_dm5,0.002240077,-0.017402931,0.004431107,0.032874601,-0.00740196,0.01722727,0.020163506,0.013180681,0.032874601,0.323284109,0.336076467,0.393602621,0.378183626,0.602720505,0.354481137,0.059041995,0.049525952,0.010132219,0.067740768,0.067740768,0.016067794,0.028929359,0.019711196,0.014053274,-0.078333676,-0.028960973,0.407031584,0.416582756,0.503750403,0.480123003,1,0.489814178,-0.003168613,-0.000863812,-0.00273721,-0.002278816,-0.000526171,0.000396159,0.000972742,0.000274506,-0.000759731,-0.000371452,0.02738521,-0.000736703,0.316370407,0.300604106,0.357790408,0.337314874,0.630320558,0.358559236,0.341294207,0.325429032,0.39453113,0.363312718,0.680896121,0.379391853,0.105552966,0.105552966
x18_dm6,-0.001673418,-0.016719883,0.002150198,0.043278865,-0.011545509,0.008061292,0.008458027,0.014766276,0.043278865,0.308946768,0.341608968,0.355928569,0.405573389,0.383493462,0.608258362,0.061710865,0.03208159,0.034307349,-0.004523502,-0.004523502,0.021363239,0.024742454,0.029245801,0.02171678,0.018427406,-0.070549244,0.376088733,0.413696742,0.42971857,0.510981523,0.489814178,1,-0.001360686,-0.002618244,-0.00270052,-0.002716675,-0.003595234,-0.000323852,0.00188162,0.000381752,-0.000987369,-1.97E-05,-0.001213565,0.02807319,0.295541006,0.304171267,0.310916526,0.36554602,0.348995931,0.63213293,0.314845929,0.332545602,0.336435059,0.404490175,0.373391208,0.685422359,0.11405835,0.11405835
x22_dm1,-0.001386758,-0.001636866,-3.07E-05,-0.00465034,-0.001139575,-0.000172137,-0.000847447,0.000657134,-0.00465034,0.006433244,-0.007212862,-0.001533765,-0.006160791,-0.001361028,0.001531624,-0.003886104,0.003393315,0.001946083,0.005138202,0.005138202,-0.000589844,0.0035631,-0.000131859,0.003691805,0.003590298,-0.003032699,0.004970161,-0.004362695,-0.003103619,-0.004106844,-0.003168613,-0.001360686,1,-6.59E-05,-6.51E-05,-7.73E-05,-8.97E-05,-8.16E-05,2.73E-05,-0.000118164,-6.22E-05,-0.000132587,-8.57E-05,-3.77E-05,0.004875605,-0.003308564,-0.003125674,-0.005333834,-0.005201699,-0.005246389,0.009702899,-0.005118484,-0.000979385,-0.005498562,-0.002878077,0.003038386,0.001467598,0.001467598
x22_dm2,-0.000899907,-0.001041837,-0.004256865,0.005266382,-0.000696043,-0.000299539,-0.003966905,-0.002243702,0.005266382,-0.003677376,0.008305716,-0.001270055,0.000920983,0.000441448,-0.003091947,0.00395074,0.002804501,0.002682516,-0.000391831,-0.000391831,-0.002201433,0.006658455,0.013462954,0.013798169,0.014346724,0.015038849,-0.001591628,0.003605451,-0.001781545,-0.002638177,-0.000863812,-0.002618244,-6.59E-05,1,-4.45E-05,-4.87E-05,-5.70E-05,-5.65E-05,-6.31E-05,9.60E-06,-4.44E-05,-5.73E-05,-4.11E-05,-5.16E-05,-0.000134152,0.001994169,-0.003801984,-0.003686128,-0.001741705,-0.003559966,-0.002466969,0.003853594,-0.000767998,-0.00350124,0.000448217,-0.003430178,-0.000546073,-0.000546073
x22_dm3,-0.000898134,-0.000886959,-0.000635542,0.004810888,-0.000731155,-0.000500049,-8.04E-05,-0.002633047,0.004810888,0.007501376,-0.000471205,0.009468749,-0.003232179,-0.003578468,-0.003712133,0.000540476,0.000548776,0.002354935,-0.001821728,-0.001821728,-0.002018846,-0.001836452,0.007293,0.013584988,0.014432104,0.014782245,0.001651394,-0.00249737,-0.000568556,-0.002677276,-0.00273721,-0.00270052,-6.51E-05,-4.45E-05,1,-5.07E-05,-6.06E-05,-5.98E-05,3.49E-05,-7.03E-05,-1.64E-05,-6.00E-05,-5.09E-05,-5.57E-05,0.006567617,-0.000565801,-0.001450007,-0.003706388,-0.003681237,-0.00336048,0.006852619,-0.003142719,0.00574556,-0.002954351,-0.003434374,-0.003640337,0.002257027,0.002257027
x22_dm4,-0.00094198,-0.0011591,0.004564528,-0.001017857,-0.000807392,-0.000559757,0.005357907,-0.00261308,-0.001017857,0.004922205,0.006080699,0.005919099,0.007036301,-0.001165673,-0.002983767,-0.003867752,-0.007631765,-0.004452942,0.001757036,0.001757036,0.000509641,0.000587244,-0.001899595,-0.001730752,-0.002046513,-0.000696205,-0.002615324,-0.002336528,-0.002674781,-0.001763604,-0.002278816,-0.002716675,-7.73E-05,-4.87E-05,-5.07E-05,1,-5.79E-05,-6.65E-05,-8.48E-05,-6.66E-05,-7.69E-05,-2.00E-05,-5.76E-05,-5.74E-05,-0.003498057,-0.003117301,-0.002912707,-0.002065343,-0.002719487,-0.002923226,-0.002501323,0.000583035,-0.000155009,0.00948156,0.000236669,-0.002083092,0.002882126,0.002882126
x22_dm5,-0.00123351,-0.00123073,0.006855393,-0.002007427,-0.000988564,-0.000648421,0.001979954,0.003794293,-0.002007427,-0.000509566,-0.002575396,0.000367926,0.000591321,0.004525936,-0.004698515,0.003555687,0.005184525,-0.00504556,-0.003282496,-0.003282496,0.01228296,0.011138617,0.01116935,-0.000285752,-0.002965364,-0.002745278,-0.00151792,-0.000469092,0.00060785,0.000223121,-0.000526171,-0.003595234,-8.97E-05,-5.70E-05,-6.06E-05,-5.79E-05,1,-7.28E-05,-8.04E-05,-8.86E-05,-5.17E-05,-7.44E-05,-5.26E-05,-7.27E-05,0.001984282,0.007997746,0.000755547,-0.002161331,0.000376838,-0.001864642,-0.000651609,-0.003627146,-0.000473498,0.001586687,0.006910919,-0.004014929,0.003417583,0.003417583
x22_dm6,-0.00122008,0.008931367,0.006177299,-0.004736582,-0.000900468,-0.000435861,0.001639809,0.003520584,-0.004736582,0.00224754,0.001456016,-0.001161407,0.001326615,-0.000322622,0.004770623,0.004787536,0.002612195,0.004199586,-0.001580942,-0.001580942,0.007259352,0.008632716,0.009656012,0.009954516,0.000457009,-0.002488572,0.004212395,-0.001047941,-0.000439749,0.000825168,0.000396159,-0.000323852,-8.16E-05,-5.65E-05,-5.98E-05,-6.65E-05,-7.28E-05,1,-4.34E-07,-6.98E-05,-8.63E-05,-3.91E-05,-6.29E-05,-3.79E-05,0.012483226,0.002921216,0.008663441,0.000735115,-0.001759838,0.000129334,0.003645925,0.001102579,-0.001082133,0.000848812,-0.000250032,0.006875462,0.003565819,0.003565819
x23_dm1,-0.001018056,-0.001338115,-0.000282804,0.004864385,-0.000925787,-0.000467078,0.000527249,-0.0030435,0.004864385,0.001472226,-0.00145087,-0.000776256,-0.001342057,-0.001123573,-0.001360888,-0.001499048,0.004672565,0.004611289,0.004592324,0.004592324,-0.004862187,-0.003909801,-0.00351862,-0.003186946,-0.002976582,-0.002820886,0.034296259,0.001193785,0.005113831,0.00199192,0.000972742,0.00188162,2.73E-05,-6.31E-05,3.49E-05,-8.48E-05,-8.04E-05,-4.34E-07,1,0.00021891,0.001659415,0.001255194,-0.000100067,8.85E-05,0.010043537,-0.000888389,0.000912707,-0.000952465,-0.000783663,-0.000958185,0.004544008,-4.15E-06,0.000502104,-0.000162182,-2.61E-05,-0.000309302,-0.009832314,-0.009832314
x23_dm2,-0.00100263,-0.001313343,-0.001282267,0.003899018,-0.000861894,-0.000490728,-0.000646943,-0.002934083,0.003899018,-0.002443896,0.000844621,-0.001952206,-0.001527845,-0.001989488,-0.001883003,0.005305303,0.003316843,0.004015881,0.004278982,0.004278982,-0.003280139,-0.004317338,-0.003562555,-0.003307791,-0.003004408,-0.002787484,-0.000303893,0.030735047,0.000401113,0.000695883,0.000274506,0.000381752,-0.000118164,9.60E-06,-7.03E-05,-6.66E-05,-8.86E-05,-6.98E-05,0.00021891,1,0.001357294,0.00212307,0.000270591,-6.02E-05,-0.001458125,0.015596968,-0.001522776,-0.001162334,-0.001444395,-0.001370423,-0.000920433,0.002770037,-0.000889796,-0.000421008,-0.000965867,-0.000928423,-0.009547944,-0.009547944
x23_dm3,-0.00117241,-0.001468781,-0.006741557,0.00822729,-0.000999673,-0.000559394,-0.006193998,-0.003488144,0.00822729,-0.004339371,-0.004057479,-0.001563664,-0.003432495,-0.003221967,-0.00356573,0.004352734,0.002002605,0.003867405,0.004881923,0.004881923,-0.003715028,-0.003551998,-0.004158162,-0.003630051,-0.003380077,-0.003129324,-0.001338602,-0.001177119,0.028641406,-0.001011884,-0.000759731,-0.000987369,-6.22E-05,-4.44E-05,-1.64E-05,-7.69E-05,-5.17E-05,-8.63E-05,0.001659415,0.001357294,1,0.004611887,0.000581211,-4.89E-05,-0.00283856,-0.003407015,0.014126781,-0.002904453,-0.002619058,-0.002776513,-0.002795682,-0.003288,-0.00015511,-0.002601994,-0.002296771,-0.002666044,-0.012220004,-0.012220004
x23_dm4,-0.001201009,-0.001531268,-0.006894718,0.004027178,-0.00107517,-0.00054016,-0.00641629,-0.003628074,0.004027178,-0.004405018,-0.00345439,-0.002901978,-0.000299608,-0.002652128,-0.002582033,0.001480113,0.000313274,0.000602598,0.005218311,0.005218311,-0.003817186,-0.003662652,-0.003508577,-0.004301515,-0.003648295,-0.003332276,-0.001440507,-0.000417203,-0.000412175,0.022324337,-0.000371452,-1.97E-05,-0.000132587,-5.73E-05,-6.00E-05,-2.00E-05,-7.44E-05,-3.91E-05,0.001255194,0.00212307,0.004611887,1,0.002429591,-5.77E-05,-0.002908761,-0.002837047,-0.002754261,0.010603844,-0.002284948,-0.001959236,-0.0027739,-0.002459869,-0.002303252,0.001335308,-0.001702578,-0.001485804,-0.01247083,-0.01247083
x23_dm5,-0.001025286,-0.001265717,-0.005780563,0.008808545,-0.000891318,-0.000474437,-0.005411374,-0.003074106,0.008808545,-0.004461716,-0.00413302,-0.003467127,-0.003233241,-0.001831441,-0.003144333,0.001955908,0.004925341,0.001097845,0.004423716,0.004423716,-0.003191618,-0.002965959,-0.002814433,-0.002741528,-0.003138684,-0.002745074,-0.002174147,-0.001705544,-0.001373687,-0.00138754,0.02738521,-0.001213565,-8.57E-05,-4.11E-05,-5.09E-05,-5.76E-05,-5.26E-05,-6.29E-05,-0.000100067,0.000270591,0.000581211,0.002429591,1,-5.48E-05,-0.003097406,-0.003338435,-0.002918775,-0.002881069,0.014154376,-0.002562833,-0.003251408,-0.0034505,-0.002851934,-0.002732471,-0.000762186,-0.002427556,-0.010767354,-0.010767354
x23_dm6,-0.000871662,-0.001044703,-0.004808301,0.009742506,-0.000754795,-0.000393152,-0.004479363,-0.002502213,0.009742506,-0.003474403,-0.003101981,-0.002739566,-0.002287359,-0.002198028,-0.000878985,0.004248977,0.004054473,0.003744999,0.00342549,0.00342549,-0.002548216,-0.002403419,-0.002222478,-0.002163786,-0.002100459,-0.002513575,-0.001620439,-0.001206158,-0.001089977,-0.000770398,-0.000736703,0.02807319,-3.77E-05,-5.16E-05,-5.57E-05,-5.74E-05,-7.27E-05,-3.79E-05,8.85E-05,-6.02E-05,-4.89E-05,-5.77E-05,-5.48E-05,1,-0.002380895,-0.00249744,-0.002309509,-0.001988447,-0.001947001,0.015189586,-0.002500344,-0.002524868,-0.002282892,-0.001797061,-0.001749447,9.68E-05,-0.008681116,-0.008681116
x25_dm1,0.000865259,-0.000870038,0.014500253,0.009876225,-0.001757542,0.013557466,0.032663534,-0.003534407,0.009876225,0.471240261,0.320599152,0.352155084,0.302448948,0.308015769,0.292846242,0.11544143,0.067275124,0.009152601,0.009551283,0.009551283,-0.066005929,0.011308092,0.018482916,0.03011851,0.033499646,0.032850402,0.552332499,0.34124479,0.361973752,0.308764902,0.316370407,0.295541006,0.004875605,-0.000134152,0.006567617,-0.003498057,0.001984282,0.012483226,0.010043537,-0.001458125,-0.00283856,-0.002908761,-0.003097406,-0.002380895,1,0.562167194,0.544762321,0.479105265,0.466066842,0.439013933,0.570371266,0.356699758,0.383188266,0.333779087,0.337037116,0.319541682,0.151819181,0.151819181
x25_dm2,0.004180274,-0.000928027,0.015667677,0.001966681,0.002710779,0.011344735,0.033746651,0.002380436,0.001966681,0.324328503,0.490869041,0.301008825,0.323675994,0.282382408,0.284491856,0.165336873,0.025134344,0.053625806,0.007078899,0.007078899,0.027487458,-0.067413734,-0.000169709,0.010241028,0.020573461,0.027001614,0.292126611,0.627774019,0.315736526,0.348331407,0.300604106,0.304171267,-0.003308564,0.001994169,-0.000565801,-0.003117301,0.007997746,0.002921216,-0.000888389,0.015596968,-0.003407015,-0.002837047,-0.003338435,-0.00249744,0.562167194,1,0.532369294,0.519316581,0.460182791,0.445235628,0.36104762,0.567478159,0.331259048,0.360564896,0.316358728,0.31302315,0.179551297,0.179551297
x25_dm3,0.005663997,-9.34E-06,0.012688655,0.00328102,0.002760021,0.012633107,0.028521445,0.010012167,0.00328102,0.348966703,0.33838835,0.497087179,0.320104979,0.340210964,0.305310585,0.071703339,0.155660099,-0.007964957,0.021356437,0.021356437,0.043976925,0.044313015,-0.050874013,0.014757623,0.021215641,0.03213841,0.316985604,0.331973914,0.617923756,0.327902681,0.357790408,0.310916526,-0.003125674,-0.003801984,-0.001450007,-0.002912707,0.000755547,0.008663441,0.000912707,-0.001522776,0.014126781,-0.002754261,-0.002918775,-0.002309509,0.544762321,0.532369294,1,0.544224889,0.528938288,0.474525215,0.383856744,0.343618663,0.582036349,0.35367576,0.381274819,0.333204562,0.148212311,0.148212311
x25_dm4,0.009435327,-0.000128722,0.008773032,0.007518883,-0.000890717,0.00938214,0.026807159,0.011898749,0.007518883,0.316856326,0.3681407,0.37032691,0.507100424,0.338181409,0.355410849,0.085976518,0.061863556,0.10480519,-0.035735989,-0.035735989,0.050882041,0.049502002,0.046883884,-0.037936702,0.026973381,0.035807006,0.264574356,0.35865801,0.334603078,0.620880573,0.337314874,0.36554602,-0.005333834,-0.003686128,-0.003706388,-0.002065343,-0.002161331,0.000735115,-0.000952465,-0.001162334,-0.002904453,0.010603844,-0.002881069,-0.001988447,0.479105265,0.519316581,0.544224889,1,0.551113219,0.541544659,0.335771037,0.372111863,0.363791906,0.594459279,0.371593893,0.395668845,0.159778478,0.159778478
x25_dm5,0.01024042,0.001433876,0.006533299,0.017987738,-0.004184522,0.008105892,0.019616349,0.008178766,0.017987738,0.319763922,0.33953006,0.390072115,0.379708215,0.527289558,0.355856423,0.072461641,0.074204845,0.025062562,0.082956284,0.082956284,0.053572146,0.063984727,0.05768309,0.055006207,-0.033603425,0.032928937,0.267282169,0.311854571,0.35728223,0.346243219,0.630320558,0.348995931,-0.005201699,-0.001741705,-0.003681237,-0.002719487,0.000376838,-0.001759838,-0.000783663,-0.001444395,-0.002619058,-0.002284948,0.014154376,-0.001947001,0.466066842,0.460182791,0.528938288,0.551113219,1,0.560942914,0.340521313,0.334006426,0.394783651,0.384456156,0.615816035,0.392344225,0.149513292,0.149513292
x25_dm6,0.003168412,0.004588235,0.000841466,0.032831016,-0.005997601,0.001690367,0.00413377,0.00996321,0.032831016,0.30255796,0.332718646,0.357730952,0.394858381,0.387891183,0.5385177,0.076775541,0.06115371,0.038900854,0.014834583,0.014834583,0.060816123,0.065191825,0.065955597,0.059954423,0.059298769,-0.024664633,0.241637375,0.308952158,0.30998697,0.367327016,0.358559236,0.63213293,-0.005246389,-0.003559966,-0.00336048,-0.002923226,-0.001864642,0.000129334,-0.000958185,-0.001370423,-0.002776513,-0.001959236,-0.002562833,0.015189586,0.439013933,0.445235628,0.474525215,0.541544659,0.560942914,1,0.318027134,0.330071838,0.351523837,0.411986051,0.401156462,0.622586031,0.153881186,0.153881186
x27_dm1,0.0032039,-0.00079711,0.021972318,0.006005394,-0.003906634,0.012723916,0.039553308,0.006417823,0.006005394,0.740150563,0.430411565,0.466886966,0.391939337,0.394903034,0.366848415,0.230794486,0.161626087,0.083564556,0.080993726,0.080993726,-0.193144373,-0.097019996,-0.076325206,-0.054354655,-0.046605587,-0.042219709,0.601549051,0.359467264,0.388551018,0.329585894,0.341294207,0.314845929,0.009702899,-0.002466969,0.006852619,-0.002501323,-0.000651609,0.003645925,0.004544008,-0.000920433,-0.002795682,-0.0027739,-0.003251408,-0.002500344,0.570371266,0.36104762,0.383856744,0.335771037,0.340521313,0.318027134,1,0.55292205,0.573101753,0.492323572,0.486746565,0.44922576,0.17489298,0.17489298
x27_dm2,0.003573296,-4.76E-05,0.026226459,-0.003147992,0.001200308,0.011278519,0.041045957,0.013934604,-0.003147992,0.442323237,0.776783325,0.414935295,0.446126868,0.376260409,0.375132517,0.207532144,0.145368383,0.13847544,0.07570784,0.07570784,-0.038368842,-0.193464231,-0.101470374,-0.082720179,-0.061597601,-0.048386872,0.307953814,0.680735933,0.329434559,0.381636911,0.325429032,0.332545602,-0.005118484,0.003853594,-0.003142719,0.000583035,-0.003627146,0.001102579,-4.15E-06,0.002770037,-0.003288,-0.002459869,-0.0034505,-0.002524868,0.356699758,0.567478159,0.343618663,0.372111863,0.334006426,0.330071838,0.55292205,1,0.527585976,0.557779035,0.476976899,0.466677555,0.225217175,0.225217175
x27_dm3,0.00564452,-0.001374213,0.021852806,-0.003104404,-0.000584141,0.013921559,0.036496016,0.016009095,-0.003104404,0.467845194,0.460068248,0.775009676,0.438671529,0.46096017,0.392902331,0.141941989,0.198377855,0.110421073,0.106096162,0.106096162,-0.011327129,-0.025305767,-0.172991288,-0.086279303,-0.066641673,-0.047624876,0.345133326,0.347774233,0.67167117,0.349076747,0.39453113,0.336435059,-0.000979385,-0.000767998,0.00574556,-0.000155009,-0.000473498,-0.001082133,0.000502104,-0.000889796,-0.00015511,-0.002303252,-0.002851934,-0.002282892,0.383188266,0.331259048,0.582036349,0.363791906,0.394783651,0.351523837,0.573101753,0.527585976,1,0.551718529,0.573631802,0.488962707,0.18127765,0.18127765
x27_dm4,0.006544035,0.002160033,0.019513526,0.002751491,-0.006101946,0.012865105,0.032107427,0.018002276,0.002751491,0.407741376,0.489779267,0.499752995,0.782300669,0.459001386,0.474645873,0.164578279,0.128450792,0.149569377,0.07874023,0.07874023,0.003230767,-0.011087209,-0.02646797,-0.158420179,-0.070833645,-0.047849127,0.282980518,0.387048013,0.35402473,0.672752056,0.363312718,0.404490175,-0.005498562,-0.00350124,-0.002954351,0.00948156,0.001586687,0.000848812,-0.000162182,-0.000421008,-0.002601994,0.001335308,-0.002732471,-0.001797061,0.333779087,0.360564896,0.35367576,0.594459279,0.384456156,0.411986051,0.492323572,0.557779035,0.551718529,1,0.563940773,0.582619448,0.188631233,0.188631233
x27_dm5,0.004531946,0.001983566,0.01825141,0.017918904,-0.008761913,0.013625991,0.021923873,0.019260197,0.017918904,0.405181427,0.427341452,0.511183029,0.506005657,0.790363294,0.464398661,0.139447262,0.142841567,0.082674951,0.117278105,0.117278105,0.01000153,0.020371079,0.002939533,-0.009776214,-0.145021696,-0.057672084,0.285905632,0.325516132,0.386603147,0.368516812,0.680896121,0.373391208,-0.002878077,0.000448217,-0.003434374,0.000236669,0.006910919,-0.000250032,-2.61E-05,-0.000965867,-0.002296771,-0.001702578,-0.000762186,-0.001749447,0.337037116,0.316358728,0.381274819,0.371593893,0.615816035,0.401156462,0.486746565,0.476976899,0.573631802,0.563940773,1,0.568103955,0.176580141,0.176580141
x27_dm6,0.000998384,0.003346577,0.013776252,0.031788909,-0.010582187,0.010700472,0.009193924,0.016758457,0.031788909,0.376862652,0.414686695,0.445855031,0.512483395,0.504869123,0.793562553,0.139043334,0.123140036,0.100880071,0.065071011,0.065071011,0.02587245,0.025411412,0.027633525,0.012489395,-0.001252336,-0.130653222,0.258959247,0.320217922,0.322761213,0.395595713,0.379391853,0.685422359,0.003038386,-0.003430178,-0.003640337,-0.002083092,-0.004014929,0.006875462,-0.000309302,-0.000928423,-0.002666044,-0.001485804,-0.002427556,9.68E-05,0.319541682,0.31302315,0.333204562,0.395668845,0.392344225,0.622586031,0.44922576,0.466677555,0.488962707,0.582619448,0.568103955,1,0.183275612,0.183275612
x28_1,0.016669208,0.007408621,0.051415492,-0.056181504,0.010148445,0.011043878,0.062123865,0.007866741,-0.056181504,0.30871811,0.336749127,0.286212589,0.277590651,0.254400569,0.258036032,0.147893294,0.049062404,0.058817081,0.011283519,0.011283519,0.213899404,0.185077649,0.165255289,0.15421678,0.138967795,0.124424264,0.069783854,0.127794685,0.096473515,0.112425106,0.105552966,0.11405835,0.001467598,-0.000546073,0.002257027,0.002882126,0.003417583,0.003565819,-0.009832314,-0.009547944,-0.012220004,-0.01247083,-0.010767354,-0.008681116,0.151819181,0.179551297,0.148212311,0.159778478,0.149513292,0.153881186,0.17489298,0.225217175,0.18127765,0.188631233,0.176580141,0.183275612,1,1
x28_2,0.016669208,0.007408621,0.051415492,-0.056181504,0.010148445,0.011043878,0.062123865,0.007866741,-0.056181504,0.30871811,0.336749127,0.286212589,0.277590651,0.254400569,0.258036032,0.147893294,0.049062404,0.058817081,0.011283519,0.011283519,0.213899404,0.185077649,0.165255289,0.15421678,0.138967795,0.124424264,0.069783854,0.127794685,0.096473515,0.112425106,0.105552966,0.11405835,0.001467598,-0.000546073,0.002257027,0.002882126,0.003417583,0.003565819,-0.009832314,-0.009547944,-0.012220004,-0.01247083,-0.010767354,-0.008681116,0.151819181,0.179551297,0.148212311,0.159778478,0.149513292,0.153881186,0.17489298,0.225217175,0.18127765,0.188631233,0.176580141,0.183275612,1,1
